trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
93808,319,1996-03-14,VYDAJ,PREVOD NA UCET,2196,49270, ,KL,32717514.0
93809,319,1996-04-14,VYDAJ,PREVOD NA UCET,2196,29073, ,KL,32717514.0
93810,319,1996-05-14,VYDAJ,PREVOD NA UCET,2196,29504, ,KL,32717514.0
93811,319,1996-06-14,VYDAJ,PREVOD NA UCET,2196,55196, ,KL,32717514.0
93812,319,1996-07-14,VYDAJ,PREVOD NA UCET,2196,49039, ,KL,32717514.0
93813,319,1996-08-14,VYDAJ,PREVOD NA UCET,2196,50472, ,KL,32717514.0
93814,319,1996-09-14,VYDAJ,PREVOD NA UCET,2196,51255, ,KL,32717514.0
93815,319,1996-10-14,VYDAJ,PREVOD NA UCET,2196,64939, ,KL,32717514.0
93816,319,1996-11-14,VYDAJ,PREVOD NA UCET,2196,43376, ,KL,32717514.0
93817,319,1996-12-14,VYDAJ,PREVOD NA UCET,2196,38772, ,KL,32717514.0
93818,319,1997-01-14,VYDAJ,PREVOD NA UCET,2196,29934, ,KL,32717514.0
93819,319,1997-02-14,VYDAJ,PREVOD NA UCET,2196,38389, ,KL,32717514.0
93820,319,1997-03-14,VYDAJ,PREVOD NA UCET,2196,40437, ,KL,32717514.0
93821,319,1997-04-14,VYDAJ,PREVOD NA UCET,2196,60918, ,KL,32717514.0
93822,319,1997-05-14,VYDAJ,PREVOD NA UCET,2196,50857, ,KL,32717514.0
93823,319,1997-06-14,VYDAJ,PREVOD NA UCET,2196,40907, ,KL,32717514.0
93854,319,1996-01-10,VYDAJ,PREVOD NA UCET,416,70131,POJISTNE,AB,559258.0
93855,319,1996-02-10,VYDAJ,PREVOD NA UCET,416,10732,POJISTNE,AB,559258.0
93856,319,1996-03-10,VYDAJ,PREVOD NA UCET,416,52523,POJISTNE,AB,559258.0
93857,319,1996-04-10,VYDAJ,PREVOD NA UCET,416,29926,POJISTNE,AB,559258.0
93858,319,1996-05-10,VYDAJ,PREVOD NA UCET,416,24457,POJISTNE,AB,559258.0
93859,319,1996-06-10,VYDAJ,PREVOD NA UCET,416,83449,POJISTNE,AB,559258.0
93860,319,1996-07-10,VYDAJ,PREVOD NA UCET,416,54992,POJISTNE,AB,559258.0
93861,319,1996-08-10,VYDAJ,PREVOD NA UCET,416,65325,POJISTNE,AB,559258.0
93862,319,1996-09-10,VYDAJ,PREVOD NA UCET,416,79108,POJISTNE,AB,559258.0
93863,319,1996-10-10,VYDAJ,PREVOD NA UCET,416,89292,POJISTNE,AB,559258.0
93864,319,1996-11-10,VYDAJ,PREVOD NA UCET,416,46629,POJISTNE,AB,559258.0
93865,319,1996-12-10,VYDAJ,PREVOD NA UCET,416,42025,POJISTNE,AB,559258.0
93866,319,1997-01-10,VYDAJ,PREVOD NA UCET,416,39487,POJISTNE,AB,559258.0
93867,319,1997-02-10,VYDAJ,PREVOD NA UCET,416,46542,POJISTNE,AB,559258.0
93868,319,1997-03-10,VYDAJ,PREVOD NA UCET,416,43690,POJISTNE,AB,559258.0
93869,319,1997-04-10,VYDAJ,PREVOD NA UCET,416,64171,POJISTNE,AB,559258.0
93870,319,1997-05-10,VYDAJ,PREVOD NA UCET,416,54110,POJISTNE,AB,559258.0
93871,319,1997-06-10,VYDAJ,PREVOD NA UCET,416,44160,POJISTNE,AB,559258.0
93872,319,1997-07-10,VYDAJ,PREVOD NA UCET,416,59545,POJISTNE,AB,559258.0
93902,319,1996-11-06,VYBER,VYBER,9118,50545,,,
93907,319,1997-04-29,VYBER,VYBER,19587,85240,,,
93926,319,1996-01-14,VYDAJ,VYBER,12600,50378,,,
93927,319,1997-01-06,VYDAJ,VYBER,11700,45203,,,
93930,319,1996-12-27,VYDAJ,VYBER,7200,26772,,,
93939,319,1996-01-17,VYDAJ,VYBER,3600,41678,,,
93940,319,1996-01-12,VYDAJ,VYBER,2100,68031,,,
93941,319,1996-01-03,VYDAJ,VYBER,7500,70547,,,
93942,319,1996-01-24,VYDAJ,VYBER,3600,16678,,,
93943,319,1996-01-13,VYDAJ,VYBER,1800,65174,,,
93947,319,1997-01-06,VYDAJ,VYBER,5400,39803,,,
93948,319,1997-01-18,VYDAJ,VYBER,2100,27834,,,
93949,319,1997-01-14,VYDAJ,VYBER,6300,32130,,,
93962,319,1996-01-22,VYDAJ,VYBER,12300,20278,,,
93964,319,1996-04-07,VYDAJ,VYBER,10800,30342,,,
93965,319,1996-09-07,VYDAJ,VYBER,9900,79524,,,
93967,319,1997-05-10,VYDAJ,VYBER,8100,54526,,,
93969,319,1997-01-07,VYDAJ,VYBER,9300,30503,,,
93989,319,1995-12-31,VYDAJ,VYBER,30,78047,SLUZBY,,
93990,319,1996-01-31,VYDAJ,VYBER,30,11148,SLUZBY,,
93991,319,1996-02-29,VYDAJ,VYBER,30,60839,SLUZBY,,
93992,319,1996-03-31,VYDAJ,VYBER,30,41142,SLUZBY,,
93993,319,1996-04-30,VYDAJ,VYBER,30,24873,SLUZBY,,
93994,319,1996-05-31,VYDAJ,VYBER,30,54808,SLUZBY,,
93995,319,1996-06-30,VYDAJ,VYBER,30,55408,SLUZBY,,
93996,319,1996-07-31,VYDAJ,VYBER,30,42612,SLUZBY,,
93997,319,1996-08-31,VYDAJ,VYBER,30,44847,SLUZBY,,
93998,319,1996-09-30,VYDAJ,VYBER,30,51451,SLUZBY,,
93999,319,1996-10-31,VYDAJ,VYBER,30,59663,SLUZBY,,
94000,319,1996-11-30,VYDAJ,VYBER,30,38341,SLUZBY,,
94001,319,1996-12-31,VYDAJ,VYBER,30,26894,SLUZBY,,
94002,319,1997-01-31,VYDAJ,VYBER,30,23149,SLUZBY,,
94003,319,1997-02-28,VYDAJ,VYBER,30,38506,SLUZBY,,
94004,319,1997-03-31,VYDAJ,VYBER,30,35072,SLUZBY,,
94005,319,1997-04-30,VYDAJ,VYBER,30,85526,SLUZBY,,
94006,319,1997-05-31,VYDAJ,VYBER,30,51076,SLUZBY,,
94007,319,1997-06-30,VYDAJ,VYBER,30,68961,SLUZBY,,
94025,319,1995-11-16,PRIJEM,VKLAD,12400,13100,,,
94026,319,1995-12-16,VYDAJ,VYBER,24600,49692,,,
94027,319,1996-01-15,VYDAJ,VYBER,5100,45278,,,
94028,319,1996-02-14,PRIJEM,VKLAD,9600,19275,,,
94029,319,1996-03-15,VYDAJ,VYBER,8300,40970,,,
94030,319,1996-04-14,PRIJEM,VKLAD,2400,31269,,,
94031,319,1996-05-14,PRIJEM,VKLAD,8300,31700,,,
94032,319,1996-06-13,VYDAJ,VYBER,25000,57392,,,
94033,319,1996-07-13,VYDAJ,VYBER,2700,51235,,,
94034,319,1996-08-12,VYDAJ,VYBER,11600,53725,,,
94035,319,1996-09-11,VYDAJ,VYBER,24600,54508,,,
94036,319,1996-10-11,VYDAJ,VYBER,21100,68192,,,
94037,319,1996-11-10,VYDAJ,VYBER,3500,47045,,,
94038,319,1996-12-10,PRIJEM,VKLAD,4100,42441,,,
94039,319,1997-01-09,PRIJEM,VKLAD,9400,39903,,,
94040,319,1997-02-08,PRIJEM,VKLAD,15000,38149,,,
94041,319,1997-03-10,PRIJEM,VKLAD,5600,44106,,,
94042,319,1997-04-09,VYDAJ,VYBER,17900,64587,,,
94043,319,1997-05-09,VYDAJ,VYBER,17700,62626,,,
94044,319,1997-06-08,PRIJEM,VKLAD,200,44576,,,
94045,319,1997-07-08,VYDAJ,VYBER,9000,59961,,,
96621,330,1996-11-24,PRIJEM,VKLAD,400,400,,,
96633,330,1996-12-06,PRIJEM,VKLAD,33590,33990,,,
96634,330,1997-01-06,PRIJEM,VKLAD,22393,52315,,,
96635,330,1997-02-06,PRIJEM,VKLAD,22393,56938,,,
96636,330,1997-03-06,PRIJEM,VKLAD,22393,63481,,,
96637,330,1997-04-06,PRIJEM,VKLAD,22393,64253,,,
96638,330,1997-05-06,PRIJEM,VKLAD,22393,58213,,,
96639,330,1997-06-06,PRIJEM,VKLAD,33590,73943,,,
96640,330,1997-07-06,PRIJEM,VKLAD,22393,35744,,,
96641,330,1997-08-06,PRIJEM,VKLAD,22393,45236,,,
96642,330,1997-09-06,PRIJEM,VKLAD,22393,53124,,,
96643,330,1997-10-06,PRIJEM,VKLAD,22393,60868,,,
96644,330,1997-11-06,PRIJEM,VKLAD,22393,60107,,,
96645,330,1997-12-06,PRIJEM,VKLAD,33590,64835,,,
96646,330,1998-01-06,PRIJEM,VKLAD,22393,61723,,,
96647,330,1998-02-06,PRIJEM,VKLAD,22393,50161,,,
96648,330,1998-03-06,PRIJEM,VKLAD,22393,60918,,,
96649,330,1998-04-06,PRIJEM,VKLAD,22393,56280,,,
96650,330,1998-05-06,PRIJEM,VKLAD,22393,58945,,,
96651,330,1998-06-06,PRIJEM,VKLAD,33590,73515,,,
96652,330,1998-07-06,PRIJEM,VKLAD,22393,57775,,,
96673,330,1997-04-05,VYDAJ,VYBER,6500,41860,,,0.0
96674,330,1997-04-24,VYDAJ,VYBER,8500,35613,,,0.0
96675,330,1997-06-08,VYDAJ,VYBER,8600,65343,,,0.0
96676,330,1997-07-20,VYDAJ,VYBER,10400,23544,,,0.0
96677,330,1997-08-20,VYDAJ,VYBER,4400,40836,,,0.0
96678,330,1997-09-19,VYDAJ,VYBER,4800,47244,,,0.0
96679,330,1997-10-21,VYDAJ,VYBER,9100,37568,,,0.0
96680,330,1997-11-10,VYDAJ,VYBER,6200,53907,,,0.0
96681,330,1997-12-05,VYDAJ,VYBER,4900,31245,,,0.0
96682,330,1998-01-12,VYDAJ,VYBER,5700,49303,,,0.0
96683,330,1998-02-02,VYDAJ,VYBER,9000,27768,,,0.0
96684,330,1998-03-06,VYDAJ,VYBER,6800,54118,,,0.0
96685,330,1998-04-19,VYDAJ,VYBER,9600,36380,,,0.0
96686,330,1998-05-06,VYDAJ,VYBER,5900,53045,,,0.0
96687,330,1998-06-10,VYDAJ,VYBER,8800,57035,,,0.0
96695,330,1997-06-26,VYDAJ,VYBER,27040,16403,,,
96696,330,1998-06-09,VYDAJ,VYBER,7680,65835,,,
96699,330,1998-01-06,VYDAJ,VYBER,6720,55003,,,
96701,330,1997-12-26,VYDAJ,VYBER,3200,39135,,,
96709,330,1997-11-15,VYDAJ,VYBER,3720,50187,,,
96710,330,1997-04-09,VYDAJ,VYBER,2040,62213,,,
96711,330,1997-07-02,VYDAJ,VYBER,3240,13351,,,
96712,330,1997-09-18,VYDAJ,VYBER,1080,52044,,,
96713,330,1997-07-16,VYDAJ,VYBER,1800,33944,,,
96714,330,1998-07-08,VYDAJ,VYBER,2280,55495,,,
96715,330,1998-06-22,VYDAJ,VYBER,5520,35215,,,
96716,330,1998-04-01,VYDAJ,VYBER,2400,33887,,,
96733,330,1997-04-30,VYDAJ,VYBER,15,35820,SLUZBY,,
96734,330,1997-05-31,VYDAJ,VYBER,15,40353,SLUZBY,,
96735,330,1997-06-30,VYDAJ,VYBER,15,16591,SLUZBY,,
96736,330,1997-07-31,VYDAJ,VYBER,15,22843,SLUZBY,,
96737,330,1997-08-31,VYDAJ,VYBER,15,30731,SLUZBY,,
96738,330,1997-09-30,VYDAJ,VYBER,15,38475,SLUZBY,,
96739,330,1997-10-31,VYDAJ,VYBER,15,37714,SLUZBY,,
96740,330,1997-11-30,VYDAJ,VYBER,15,36145,SLUZBY,,
96741,330,1997-12-31,VYDAJ,VYBER,15,39330,SLUZBY,,
96742,330,1998-01-31,VYDAJ,VYBER,15,36768,SLUZBY,,
96743,330,1998-02-28,VYDAJ,VYBER,15,38525,SLUZBY,,
96744,330,1998-03-31,VYDAJ,VYBER,15,36287,SLUZBY,,
96745,330,1998-04-30,VYDAJ,VYBER,15,36552,SLUZBY,,
96746,330,1998-05-31,VYDAJ,VYBER,15,39925,SLUZBY,,
96747,330,1998-06-30,VYDAJ,VYBER,15,35382,SLUZBY,,
96753,330,1996-12-24,VYDAJ,VYBER,4100,29890,,,
96754,330,1997-01-23,VYDAJ,VYBER,17900,34415,,,
96755,330,1997-02-22,VYDAJ,VYBER,16000,40938,,,
96756,330,1997-03-24,VYDAJ,VYBER,15300,48181,,,
96757,330,1997-04-23,VYDAJ,VYBER,18100,44113,,,
96758,330,1997-05-23,VYDAJ,VYBER,18000,40213,,,
96759,330,1997-06-22,VYDAJ,VYBER,21900,43443,,,
96760,330,1997-07-22,VYDAJ,VYBER,800,22744,,,
96761,330,1997-08-21,VYDAJ,VYBER,10200,30636,,,
96762,330,1997-09-20,VYDAJ,VYBER,8900,38344,,,
96763,330,1997-10-20,VYDAJ,VYBER,14200,46668,,,
96764,330,1997-11-19,VYDAJ,VYBER,14200,35987,,,
96765,330,1997-12-19,VYDAJ,VYBER,22500,42335,,,
96766,330,1998-01-18,VYDAJ,VYBER,12700,36603,,,
96767,330,1998-02-17,VYDAJ,VYBER,11800,38361,,,
96768,330,1998-03-19,VYDAJ,VYBER,18000,36118,,,
96769,330,1998-04-18,VYDAJ,VYBER,10300,45980,,,
96770,330,1998-05-18,VYDAJ,VYBER,13300,39745,,,
96771,330,1998-06-17,VYDAJ,VYBER,16300,40735,,,
3541398,330,1996-12-31,PRIJEM,,32,29922,UROK,,
3541399,330,1997-01-31,PRIJEM,,130,34545,UROK,,
3541400,330,1997-02-28,PRIJEM,,150,41088,UROK,,
3541401,330,1997-03-31,PRIJEM,,178,48360,UROK,,
3541402,330,1997-04-30,PRIJEM,,222,35835,UROK,,
3541403,330,1997-05-31,PRIJEM,,155,40368,UROK,,
3541404,330,1997-06-30,PRIJEM,,202,16605,UROK,,
3541405,330,1997-07-31,PRIJEM,,115,22858,UROK,,
3541406,330,1997-08-31,PRIJEM,,109,30746,UROK,,
3541407,330,1997-09-30,PRIJEM,,145,38489,UROK,,
3541408,330,1997-10-31,PRIJEM,,161,37728,UROK,,
3541409,330,1997-11-30,PRIJEM,,173,36160,UROK,,
3541410,330,1997-12-31,PRIJEM,,210,39344,UROK,,
3541411,330,1998-01-31,PRIJEM,,180,36783,UROK,,
3541412,330,1998-02-28,PRIJEM,,178,38540,UROK,,
3541413,330,1998-03-31,PRIJEM,,184,36302,UROK,,
3541414,330,1998-04-30,PRIJEM,,186,36567,UROK,,
3541415,330,1998-05-31,PRIJEM,,195,39940,UROK,,
3541416,330,1998-06-30,PRIJEM,,182,35396,UROK,,
3541728,339,1996-09-30,PRIJEM,,125,47332,UROK,,
3541729,339,1996-10-31,PRIJEM,,289,81928,UROK,,
3541730,339,1996-11-30,PRIJEM,,381,97315,UROK,,
3541731,339,1996-12-31,PRIJEM,,400,95825,UROK,,
3541732,339,1997-01-31,PRIJEM,,339,69271,UROK,,
3541733,339,1997-02-28,PRIJEM,,287,79600,UROK,,
3541734,339,1997-03-31,PRIJEM,,300,68408,UROK,,
3541735,339,1997-04-30,PRIJEM,,307,76854,UROK,,
3541736,339,1997-05-31,PRIJEM,,325,78821,UROK,,
3541737,339,1997-06-30,PRIJEM,,187,25468,UROK,,
3541738,339,1997-07-31,PRIJEM,,176,47187,UROK,,
3541739,339,1997-08-31,PRIJEM,,189,52071,UROK,,
3541740,339,1997-09-30,PRIJEM,,237,68839,UROK,,
3541741,339,1997-10-31,PRIJEM,,295,73919,UROK,,
3541742,339,1997-11-30,PRIJEM,,287,63290,UROK,,
99038,339,1996-09-11,PRIJEM,VKLAD,400,400,,,
99047,339,1996-09-12,PRIJEM,PREVOD Z UCTU,46807,47207,,GH,68440270.0
99048,339,1996-10-12,PRIJEM,PREVOD Z UCTU,46807,81639,,GH,68440270.0
99049,339,1996-11-12,PRIJEM,PREVOD Z UCTU,46807,96935,,GH,68440270.0
99050,339,1996-12-12,PRIJEM,PREVOD Z UCTU,70210,127425,,GH,68440270.0
99051,339,1997-01-12,PRIJEM,PREVOD Z UCTU,46807,96232,,GH,68440270.0
99052,339,1997-02-12,PRIJEM,PREVOD Z UCTU,46807,79313,,GH,68440270.0
99053,339,1997-03-12,PRIJEM,PREVOD Z UCTU,46807,77008,,GH,68440270.0
99054,339,1997-04-12,PRIJEM,PREVOD Z UCTU,46807,89250,,GH,68440270.0
99055,339,1997-05-12,PRIJEM,PREVOD Z UCTU,46807,92396,,GH,68440270.0
99056,339,1997-06-12,PRIJEM,PREVOD Z UCTU,70210,99682,,GH,68440270.0
99057,339,1997-07-12,PRIJEM,PREVOD Z UCTU,46807,57210,,GH,68440270.0
99058,339,1997-08-12,PRIJEM,PREVOD Z UCTU,46807,58182,,GH,68440270.0
99059,339,1997-09-12,PRIJEM,PREVOD Z UCTU,46807,68602,,GH,68440270.0
99060,339,1997-10-12,PRIJEM,PREVOD Z UCTU,46807,91781,,GH,68440270.0
99061,339,1997-11-12,PRIJEM,PREVOD Z UCTU,46807,94661,,GH,68440270.0
99062,339,1997-12-12,PRIJEM,PREVOD Z UCTU,70210,109335,,GH,68440270.0
99087,339,1997-01-04,VYDAJ,VYBER,9000,86825,,,0.0
99088,339,1997-02-07,VYDAJ,VYBER,5800,55641,,,0.0
99089,339,1997-03-21,VYDAJ,VYBER,8900,68108,,,0.0
99090,339,1997-04-19,VYDAJ,VYBER,8600,76547,,,0.0
99091,339,1997-05-16,VYDAJ,VYBER,10300,82096,,,0.0
99092,339,1997-05-31,VYDAJ,VYBER,8000,70821,,,0.0
99093,339,1997-07-11,VYDAJ,VYBER,6300,10403,,,0.0
99094,339,1997-08-02,VYDAJ,VYBER,7500,34501,,,0.0
99095,339,1997-08-30,VYDAJ,VYBER,6300,51882,,,0.0
99096,339,1997-10-12,VYDAJ,VYBER,8800,82981,,,0.0
99097,339,1997-11-16,VYDAJ,VYBER,8200,86461,,,0.0
99098,339,1997-12-23,VYDAJ,VYBER,7500,95235,,,0.0
99124,339,1997-02-08,VYDAJ,PREVOD NA UCET,4087,32554,SIPO,WX,52391654.0
99125,339,1997-03-08,VYDAJ,PREVOD NA UCET,4087,75483,SIPO,WX,52391654.0
99126,339,1997-04-08,VYDAJ,PREVOD NA UCET,4087,64243,SIPO,WX,52391654.0
99127,339,1997-05-08,VYDAJ,PREVOD NA UCET,4087,72737,SIPO,WX,52391654.0
99128,339,1997-06-08,VYDAJ,PREVOD NA UCET,4087,44020,SIPO,WX,52391654.0
99129,339,1997-07-08,VYDAJ,PREVOD NA UCET,4087,21351,SIPO,WX,52391654.0
99130,339,1997-08-08,VYDAJ,PREVOD NA UCET,4087,11423,SIPO,WX,52391654.0
99131,339,1997-09-08,VYDAJ,PREVOD NA UCET,4087,21795,SIPO,WX,52391654.0
99132,339,1997-10-08,VYDAJ,PREVOD NA UCET,4087,44974,SIPO,WX,52391654.0
99133,339,1997-11-08,VYDAJ,PREVOD NA UCET,4087,47902,SIPO,WX,52391654.0
99134,339,1997-12-08,VYDAJ,PREVOD NA UCET,4087,39173,SIPO,WX,52391654.0
99160,339,1997-02-08,VYDAJ,PREVOD NA UCET,48,32506, ,IJ,21728092.0
99161,339,1997-03-08,VYDAJ,PREVOD NA UCET,48,75435, ,IJ,21728092.0
99162,339,1997-04-08,VYDAJ,PREVOD NA UCET,48,68330, ,IJ,21728092.0
99163,339,1997-05-08,VYDAJ,PREVOD NA UCET,48,72689, ,IJ,21728092.0
99164,339,1997-06-08,VYDAJ,PREVOD NA UCET,48,29472, ,IJ,21728092.0
99165,339,1997-07-08,VYDAJ,PREVOD NA UCET,48,21303, ,IJ,21728092.0
99166,339,1997-08-08,VYDAJ,PREVOD NA UCET,48,11375, ,IJ,21728092.0
99167,339,1997-09-08,VYDAJ,PREVOD NA UCET,48,25882, ,IJ,21728092.0
99168,339,1997-10-08,VYDAJ,PREVOD NA UCET,48,49061, ,IJ,21728092.0
99169,339,1997-11-08,VYDAJ,PREVOD NA UCET,48,47854, ,IJ,21728092.0
99170,339,1997-12-08,VYDAJ,PREVOD NA UCET,48,39125, ,IJ,21728092.0
99187,339,1997-03-11,VYBER,VYBER,15234,30201,,,
99188,339,1997-11-17,VYBER,VYBER,23458,63003,,,
99189,339,1997-09-02,VYBER,VYBER,18211,33830,,,
99190,339,1997-08-01,VYBER,VYBER,5156,42001,,,
99191,339,1997-06-05,VYBER,VYBER,22684,48107,,,
99192,339,1997-04-16,VYBER,VYBER,4103,85147,,,
99193,339,1997-10-16,VYBER,VYBER,9357,73624,,,
99194,339,1997-08-04,VYBER,VYBER,10491,24010,,,
99199,339,1997-06-17,VYDAJ,VYBER,37500,25282,,,
99202,339,1997-01-21,VYDAJ,VYBER,20100,71332,,,
99205,339,1997-12-23,VYDAJ,VYBER,6600,102735,,,
99213,339,1997-01-12,VYDAJ,VYBER,2400,93832,,,
99214,339,1997-01-17,VYDAJ,VYBER,2400,91432,,,
99218,339,1997-01-25,VYDAJ,VYBER,2400,68932,,,
99229,339,1997-07-23,VYDAJ,VYBER,10200,47010,,,
99230,339,1997-05-29,VYDAJ,VYBER,3600,78496,,,
99231,339,1997-01-31,VYDAJ,VYBER,7800,61471,,,
99232,339,1997-12-05,VYDAJ,VYBER,9000,54260,,,
99250,339,1997-01-31,VYDAJ,VYBER,30,61441,SLUZBY,,
99251,339,1997-02-28,VYDAJ,VYBER,30,79570,SLUZBY,,
99252,339,1997-03-31,VYDAJ,VYBER,30,68378,SLUZBY,,
99253,339,1997-04-30,VYDAJ,VYBER,30,76824,SLUZBY,,
99254,339,1997-05-31,VYDAJ,VYBER,30,70791,SLUZBY,,
99255,339,1997-06-30,VYDAJ,VYBER,30,25438,SLUZBY,,
99256,339,1997-07-31,VYDAJ,VYBER,30,47157,SLUZBY,,
99257,339,1997-08-31,VYDAJ,VYBER,30,52041,SLUZBY,,
99258,339,1997-09-30,VYDAJ,VYBER,30,68809,SLUZBY,,
99259,339,1997-10-31,VYDAJ,VYBER,30,73889,SLUZBY,,
99260,339,1997-11-30,VYDAJ,VYBER,30,63260,SLUZBY,,
99273,339,1996-10-11,VYDAJ,VYBER,12500,34832,,,
99274,339,1996-11-10,VYDAJ,VYBER,31800,50128,,,
99275,339,1996-12-10,VYDAJ,VYBER,40100,57215,,,
99276,339,1996-12-12,VYDAJ,VYBER,32000,95425,,,
99277,339,1997-01-09,VYDAJ,VYBER,37400,49425,,,
99278,339,1997-02-08,VYDAJ,VYBER,19000,36641,,,
99279,339,1997-03-10,VYDAJ,VYBER,30000,45435,,,
99280,339,1997-04-09,VYDAJ,VYBER,21800,42443,,,
99281,339,1997-05-09,VYDAJ,VYBER,27100,45589,,,
99282,339,1997-06-08,VYDAJ,VYBER,14500,29520,,,
99283,339,1997-06-12,VYDAJ,VYBER,36900,62782,,,
99284,339,1997-07-08,VYDAJ,VYBER,4600,16703,,,
99285,339,1997-08-07,VYDAJ,VYBER,8500,15510,,,
99286,339,1997-09-06,VYDAJ,VYBER,7900,25930,,,
99287,339,1997-10-06,VYDAJ,VYBER,19700,49109,,,
99288,339,1997-11-05,VYDAJ,VYBER,21900,51989,,,
99289,339,1997-12-05,VYDAJ,VYBER,11000,43260,,,
100489,344,1993-12-01,PRIJEM,VKLAD,600,600,,,
100501,344,1993-12-06,PRIJEM,VKLAD,20922,21522,,,
100502,344,1994-01-06,PRIJEM,VKLAD,13948,38746,,,
100503,344,1994-02-06,PRIJEM,VKLAD,13948,44999,,,
100504,344,1994-03-06,PRIJEM,VKLAD,13948,50876,,,
100505,344,1994-04-06,PRIJEM,VKLAD,13948,50920,,,
100506,344,1994-05-06,PRIJEM,VKLAD,13948,44993,,,
100507,344,1994-06-06,PRIJEM,VKLAD,20922,51216,,,
100508,344,1994-07-06,PRIJEM,VKLAD,13948,36032,,,
100509,344,1994-08-06,PRIJEM,VKLAD,13948,37743,,,
100510,344,1994-09-06,PRIJEM,VKLAD,13948,44461,,,
100511,344,1994-10-06,PRIJEM,VKLAD,13948,45001,,,
100512,344,1994-11-06,PRIJEM,VKLAD,13948,46547,,,
100513,344,1994-12-06,PRIJEM,VKLAD,20922,53377,,,
100577,344,1994-04-10,VYDAJ,PREVOD NA UCET,4739,44581,SIPO,WX,47483712.0
100578,344,1994-05-10,VYDAJ,PREVOD NA UCET,4739,37054,SIPO,WX,47483712.0
100579,344,1994-06-10,VYDAJ,PREVOD NA UCET,4739,46477,SIPO,WX,47483712.0
100580,344,1994-07-10,VYDAJ,PREVOD NA UCET,4739,31293,SIPO,WX,47483712.0
100581,344,1994-08-10,VYDAJ,PREVOD NA UCET,4739,33004,SIPO,WX,47483712.0
100582,344,1994-09-10,VYDAJ,PREVOD NA UCET,4739,38522,SIPO,WX,47483712.0
100583,344,1994-10-10,VYDAJ,PREVOD NA UCET,4739,40262,SIPO,WX,47483712.0
100584,344,1994-11-10,VYDAJ,PREVOD NA UCET,4739,41808,SIPO,WX,47483712.0
100585,344,1994-12-10,VYDAJ,PREVOD NA UCET,4739,48638,SIPO,WX,47483712.0
100649,344,1994-04-08,VYDAJ,VYBER,1600,49320,,,0.0
100650,344,1994-05-06,VYDAJ,VYBER,2300,41793,,,0.0
100651,344,1994-06-14,VYDAJ,VYBER,1500,44977,,,0.0
100652,344,1994-07-25,VYDAJ,VYBER,1500,29793,,,0.0
100653,344,1994-07-31,VYDAJ,VYBER,1800,23809,,,0.0
100654,344,1994-09-09,VYDAJ,VYBER,1200,43261,,,0.0
100655,344,1994-10-25,VYDAJ,VYBER,1700,38562,,,0.0
100656,344,1994-11-05,VYDAJ,VYBER,900,32599,,,0.0
100657,344,1994-12-10,VYDAJ,VYBER,1500,47138,,,0.0
100707,344,1994-06-16,VYDAJ,VYBER,22900,22077,,,
100731,344,1994-05-04,VYDAJ,VYBER,4900,31045,,,
100732,344,1994-11-21,VYDAJ,VYBER,4100,37708,,,
100733,344,1994-08-22,VYDAJ,VYBER,1400,31604,,,
100735,344,1994-05-06,VYDAJ,VYBER,900,44093,,,
100736,344,1994-09-11,VYDAJ,VYBER,1000,37522,,,
100779,344,1994-04-30,VYDAJ,VYBER,15,35945,SLUZBY,,
100780,344,1994-05-31,VYDAJ,VYBER,15,30294,SLUZBY,,
100781,344,1994-06-30,VYDAJ,VYBER,15,22084,SLUZBY,,
100782,344,1994-07-31,VYDAJ,VYBER,15,23795,SLUZBY,,
100783,344,1994-08-31,VYDAJ,VYBER,15,30513,SLUZBY,,
100784,344,1994-09-30,VYDAJ,VYBER,15,31053,SLUZBY,,
100785,344,1994-10-31,VYDAJ,VYBER,15,33499,SLUZBY,,
100786,344,1994-11-30,VYDAJ,VYBER,15,32455,SLUZBY,,
100835,344,1993-12-31,PRIJEM,VKLAD,3200,24798,,,
100836,344,1994-01-30,VYDAJ,VYBER,7800,30946,,,
100837,344,1994-03-01,VYDAJ,VYBER,8200,36928,,,
100838,344,1994-03-31,VYDAJ,VYBER,14100,36972,,,
100839,344,1994-04-30,VYDAJ,VYBER,8800,35960,,,
100840,344,1994-05-30,VYDAJ,VYBER,6900,30154,,,
100841,344,1994-06-29,VYDAJ,VYBER,100,21977,,,
100842,344,1994-07-29,VYDAJ,VYBER,4300,25493,,,
100843,344,1994-08-28,VYDAJ,VYBER,1200,30404,,,
100844,344,1994-09-27,VYDAJ,VYBER,6600,30922,,,
100845,344,1994-10-27,VYDAJ,VYBER,5200,33362,,,
100846,344,1994-11-26,VYDAJ,VYBER,5400,32308,,,
3541896,344,1993-12-31,PRIJEM,,76,21598,UROK,,
3541897,344,1994-01-31,PRIJEM,,105,31051,UROK,,
3541898,344,1994-02-28,PRIJEM,,129,45128,UROK,,
3541899,344,1994-03-31,PRIJEM,,197,51072,UROK,,
3541900,344,1994-04-30,PRIJEM,,179,44760,UROK,,
3541901,344,1994-05-31,PRIJEM,,154,30308,UROK,,
3541902,344,1994-06-30,PRIJEM,,122,22099,UROK,,
3541903,344,1994-07-31,PRIJEM,,116,25609,UROK,,
3541904,344,1994-08-31,PRIJEM,,124,30527,UROK,,
3541905,344,1994-09-30,PRIJEM,,146,31068,UROK,,
